"","price","type.residential","no.beds","size.sq.meter","apart.area.name","area.name","category"
"7046",70000,"Apartment","1 ",788,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"7047",150000,"Apartment","2 ",1535," Al Sahab"," Dubai Marina","Featured"
"7048",44999,"Apartment","studio ",618,"Zaya Hameni"," Jumeirah Village Circle","Featured"
"7049",175000,"Apartment","2 ",1405," Rimal"," Jumeirah Beach Residence","Featured"
"7050",250000,"Apartment","3 ",1606,"Downtown Views"," Downtown Dubai","Featured"
"7051",250000,"Apartment","2 ",1625," Creek Horizon"," Dubai Creek Harbour (The Lagoons)","Featured"
"7052",65000,"Apartment","2 ",1035," Rawda Apartments"," Town Square","Featured"
"7053",48000,"Apartment","1 ",947,"Botanica"," Jumeirah Village Circle","Featured"
"7054",40000,"Apartment","1 ",1048,"Oakwood Residency"," Dubai Production City (IMPZ)","Featured"
"7055",65000,"Apartment","1 ",485,"Collective 2.0"," Dubai Hills Estate","Featured"
"7056",84000,"Apartment","1 ",736,"Iris Blue"," Dubai Marina","Featured"
"7057",84999,"Apartment","1 ",810," Belgravia"," Jumeirah Village Circle","Featured"
"7058",28500,"Apartment","studio ",583,"Frankfurt Tower"," Dubai Sports City","Featured"
"7059",120000,"Apartment","1 ",1034," Al Habtoor City"," Business Bay","Featured"
"7060",70000,"Apartment","1 ",615,"Samia Azizi"," Al Furjan","Featured"
"7061",90000,"Apartment","1 ",792," Standpoint Towers"," Downtown Dubai","Featured"
"7062",33000,"Apartment","studio ",500,"O2 Tower"," Jumeirah Village Circle","Featured"
"7063",160000,"Apartment","2 ",1469," Rimal"," Jumeirah Beach Residence","Featured"
"7064",110000,"Apartment","studio ",520,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"7065",21000,"Apartment","studio ",473,"Persia Cluster"," International City","Featured"
"7066",250000,"Apartment","2 ",2058," Burj Khalifa Area"," Downtown Dubai","Featured"
"7067",54000,"Apartment","2 ",883," Zahra Apartments"," Town Square","Featured"
"7068",110000,"Apartment","2 ",1238,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"7069",46000,"Apartment","2 ",1064," CBD (Central Business District)"," International City","Featured"
"7070",220000,"Apartment","3 ",2018,"Dorra Bay"," Dubai Marina","Featured"
"7071",85000,"Apartment","1 ",960,"Elite Residence"," Dubai Marina","Featured"
"7072",95000,"Apartment","1 ",915," The Lofts"," Downtown Dubai","Featured"
"7073",62000,"Apartment","1 ",638," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7074",45000,"Apartment","studio ",700," Green View"," Barsha Heights (Tecom)","Featured"
"7075",99000,"Apartment","2 ",1256,"Creek Rise"," Dubai Creek Harbour (The Lagoons)","Featured"
"7076",90000,"Apartment","2 ",794," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7077",3e+05,"Apartment","3 ",1959," Marina Gate"," Dubai Marina","Featured"
"7078",1e+05,"Apartment","2 ",1014,"Park Point"," Dubai Hills Estate","Featured"
"7079",59999,"Apartment","1 ",674,"Marina Park"," Dubai Marina","Featured"
"7080",75000,"Apartment","2 ",756,"Collective"," Dubai Hills Estate","Featured"
"7081",1e+05,"Apartment","2 ",1330,"Millennium Binghatti Residences"," Business Bay","Featured"
"7082",90000,"Apartment","1 ",922," Standpoint Towers"," Downtown Dubai","Featured"
"7083",169999,"Apartment","2 ",1364," The Residences"," Downtown Dubai","Featured"
"7084",95000,"Apartment","1 ",1034," Al Habtoor City"," Business Bay","Featured"
"7085",220000,"Apartment","2 ",1836,"Index Tower"," DIFC","Featured"
"7086",32000,"Apartment","studio ",391," Silicon Gates"," Dubai Silicon Oasis","Featured"
"7087",50000,"Apartment","1 ",494," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7088",49999,"Apartment","studio ",406," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7089",110000,"Apartment","3 ",1700," Azizi Residence"," Al Furjan","Featured"
"7090",90000,"Apartment","1 ",855," The Lofts"," Downtown Dubai","Featured"
"7091",136000,"Apartment","1 ",955," Marina Promenade"," Dubai Marina","Featured"
"7092",82000,"Apartment","1 ",978,"Dorra Bay"," Dubai Marina","Featured"
"7093",142000,"Apartment","2 ",1511," Al Habtoor City"," Business Bay","Featured"
"7094",125000,"Apartment","2 ",1394," Burj Khalifa Area"," Downtown Dubai","Featured"
"7095",145000,"Apartment","3 ",1882," Murjan"," Jumeirah Beach Residence","Featured"
"7096",110000,"Apartment","1 ",856," BLVD Heights"," Downtown Dubai","Featured"
"7097",61999,"Apartment","1 ",830," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7098",1e+05,"Apartment","1 ",817,"The Atria"," Business Bay","Featured"
"7099",250000,"Apartment","3 ",2250,"BLVD Crescent"," Downtown Dubai","Featured"
"7100",91000,"Apartment","1 ",1037,"Ocean Heights"," Dubai Marina","Featured"
"7101",55000,"Apartment","studio ",410,"Lawnz by Danube"," International City","Featured"
"7102",90000,"Apartment","1 ",799," 29 Burj Boulevard"," Downtown Dubai","Featured"
"7103",1e+05,"Apartment","1 ",695," Bay Central"," Dubai Marina","Featured"
"7104",155000,"Apartment","1 ",890,"The Address Dubai Marina"," Dubai Marina","Featured"
"7105",90000,"Apartment","1 ",753," Creek Horizon"," Dubai Creek Harbour (The Lagoons)","Featured"
"7106",NA,"Apartment","3 ",1765," Mankhool"," Bur Dubai","Featured"
"7107",138800,"Apartment","1 ",904,"Banyan Tree Residences Hillside Dubai"," Jumeirah Lake Towers","Featured"
"7108",265000,"Apartment","3 ",1785,"5242"," Dubai Marina","Featured"
"7109",60000,"Apartment","1 ",775,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"7110",85000,"Apartment","1 ",708," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7111",210000,"Apartment","3 ",3175,"Elite Residence"," Dubai Marina","Featured"
"7112",2e+05,"Apartment","3 ",1969," Park Heights"," Dubai Hills Estate","Featured"
"7113",70000,"Apartment","1 ",795," Meydan Avenue"," Meydan","Featured"
"7114",45000,"Apartment","1 ",721,"Laya Mansion"," Jumeirah Village Circle","Featured"
"7115",140000,"Apartment","2 ",1393,"Millennium Binghatti Residences"," Business Bay","Featured"
"7116",139999,"Apartment","2 ",1299," Burj Views"," Downtown Dubai","Featured"
"7117",240000,"Apartment","2 ",1715," Burj Khalifa Area"," Downtown Dubai","Featured"
"7118",420000,"Apartment","3 ",2769,"FIVE Palm Jumeirah"," Palm Jumeirah","Featured"
"7119",75000,"Apartment","1 ",493," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7120",225000,"Apartment","1 ",879,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"7121",99999,"Apartment","2 ",1597," Executive Towers"," Business Bay","Featured"
"7122",1e+05,"Apartment","1 ",761,"Cayan Tower"," Dubai Marina","Featured"
"7123",60000,"Apartment","studio ",848," Tuscan Residences"," Jumeirah Village Circle","Featured"
"7124",52000,"Apartment","2 ",928," Zahra Apartments"," Town Square","Featured"
"7125",75000,"Apartment","2 ",983," Marina Diamonds"," Dubai Marina","Featured"
"7126",110000,"Apartment","2 ",1198,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"7127",120000,"Apartment","1 ",1034," Al Habtoor City"," Business Bay","Featured"
"7128",160000,"Apartment","2 ",1431," The Residences"," Downtown Dubai","Featured"
"7129",1e+05,"Apartment","2 ",1238,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"7130",50000,"Apartment","1 ",763,"La Riviera Apartments"," Jumeirah Village Circle","Featured"
"7131",130000,"Apartment","2 ",1198,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"7132",36000,"Apartment","1 ",688," Al Thamam"," Remraam","Featured"
"7133",130000,"Apartment","1 ",1290," Golden Mile"," Palm Jumeirah","Featured"
"7134",1e+05,"Apartment","1 ",1020," Boulevard Central Towers"," Downtown Dubai","Featured"
"7135",95000,"Apartment","2 ",1124," Creekside 18"," Dubai Creek Harbour (The Lagoons)","Featured"
"7136",56000,"Apartment","1 ",754," Al Samar"," Greens","Featured"
"7137",75000,"Apartment","1 ",785,"Wilton Terraces 2"," Mohammed Bin Rashid City","Featured"
"7138",160000,"Apartment","2 ",1778," Marina Residences"," Palm Jumeirah","Featured"
"7139",65000,"Apartment","1 ",846," Lake Allure"," Jumeirah Lake Towers","Featured"
"7140",150000,"Apartment","1 ",1288," The Fairmont Palm Residences"," Palm Jumeirah","Featured"
"7141",33000,"Apartment","1 ",909," Queue Point"," Dubai Land","Featured"
"7142",120000,"Apartment","2 ",1067,"Silverene"," Dubai Marina","Featured"
"7143",170000,"Apartment","3 ",1734,"The Links"," The Views","Featured"
"7144",41000,"Apartment","2 ",894,"The Pulse"," Dubai South (Dubai World Central)","Featured"
"7145",95000,"Apartment","1 ",944,"Reehan"," Old Town","Featured"
"7146",90000,"Apartment","1 ",713," Standpoint Towers"," Downtown Dubai","Featured"
"7147",95000,"Apartment","2 ",1130," Creekside 18"," Dubai Creek Harbour (The Lagoons)","Featured"
"7148",70000,"Apartment","1 ",639," Lake Almas West"," Jumeirah Lake Towers","Featured"
"7149",179000,"Apartment","1 ",1296,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"7150",5e+05,"Apartment","3 ",2036," The Address Sky View Towers"," Downtown Dubai","Featured"
"7151",199000,"Apartment","1 ",1051," The Address Sky View Towers"," Downtown Dubai","Featured"
"7152",2e+05,"Apartment","3 ",1795,"Marina Terrace"," Dubai Marina","Featured"
"7153",85000,"Apartment","1 ",500,"Citadines Metro Central Hotel Apartments"," Barsha Heights (Tecom)","Featured"
"7154",75000,"Apartment","1 ",960,"Elite Residence"," Dubai Marina","Featured"
"7155",84000,"Apartment","1 ",1078,"Vezul Residence"," Business Bay","Featured"
"7156",155000,"Apartment","2 ",1061,"5242"," Dubai Marina","Featured"
"7157",32000,"Apartment","studio ",555,"Living Garden 2"," Jumeirah Village Circle","Featured"
"7158",85000,"Apartment","2 ",803," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7159",68000,"Apartment","2 ",1240,"Latifa Tower"," Sheikh Zayed Road","Featured"
"7160",109999,"Apartment","1 ",1092," The Residences"," Downtown Dubai","Featured"
"7161",420000,"Apartment","2 ",1699," The Address Sky View Towers"," Downtown Dubai","Featured"
"7162",180000,"Apartment","1 ",935,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"7163",3e+05,"Apartment","4 ",2937," Al Habtoor City"," Business Bay","Featured"
"7164",201000,"Apartment","2 ",1695," Emaar 6 Towers"," Dubai Marina","Featured"
"7165",180000,"Apartment","1 ",810,"The Address Dubai Mall"," Downtown Dubai","Featured"
"7166",28000,"Apartment","studio ",399," The Drive"," DAMAC Hills","Featured"
"7167",96000,"Apartment","1 ",1208,"Duja Tower"," Sheikh Zayed Road","Featured"
"7168",250000,"Apartment","2 ",1716," Burj Khalifa Area"," Downtown Dubai","Featured"
"7169",130000,"Apartment","2 ",1256," La Mer"," Jumeirah","Featured"
"7170",28000,"Apartment","studio ",499," The Crescent"," Dubai Production City (IMPZ)","Featured"
"7171",160000,"Apartment","1 ",1098," Burj Khalifa Area"," Downtown Dubai","Featured"
"7172",174000,"Apartment","2 ",1135,"5242"," Dubai Marina","Featured"
"7173",114999,"Apartment","2 ",1330,"Elite Residence"," Dubai Marina","Featured"
"7174",28000,"Apartment","studio ",444," Elite Sports Residence"," Dubai Sports City","Featured"
"7175",279999,"Apartment","4 ",2937," Al Habtoor City"," Business Bay","Featured"
"7176",158000,"Apartment","1 ",1132,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"7177",60000,"Apartment","1 ",960," Golf Panorama"," DAMAC Hills","Featured"
"7178",83999,"Apartment","1 ",910,"Vezul Residence"," Business Bay","Featured"
"7179",110000,"Apartment","1 ",982,"DAMAC Maison Privé"," Business Bay","Featured"
"7180",65000,"Apartment","2 ",881,"Giovanni Boutique Suites"," Dubai Sports City","Featured"
"7181",162000,"Apartment","2 ",1250,"Downtown Views"," Downtown Dubai","Featured"
"7182",140000,"Apartment","1 ",733," EMAAR Beachfront"," Dubai Harbour","Featured"
"7183",48000,"Apartment","2 ",1159,"Hamza Tower"," Dubai Sports City","Featured"
"7184",150000,"Apartment","2 ",1293," Rimal"," Jumeirah Beach Residence","Featured"
"7185",45000,"Apartment","studio ",617,"Zaya Hameni"," Jumeirah Village Circle","Featured"
"7186",111999,"Apartment","2 ",1472," Churchill Towers"," Business Bay","Featured"
"7187",75000,"Apartment","3 ",1419," Elite Sports Residence"," Dubai Sports City","Featured"
"7188",41000,"Apartment","1 ",840,"Wembley Tower"," Dubai Sports City","Featured"
"7189",75000,"Apartment","1 ",1105," Rimal"," Jumeirah Beach Residence","Featured"
"7190",NA,"Apartment","3 ",2400," Mankhool"," Bur Dubai","Featured"
"7191",105000,"Apartment","1 ",731,"5242"," Dubai Marina","Featured"
"7192",160000,"Apartment","2 ",1065,"5242"," Dubai Marina","Featured"
"7193",190000,"Apartment","2 ",1150,"5242"," Dubai Marina","Featured"
"7194",40000,"Apartment","2 ",1315," The Pulse"," Dubai South (Dubai World Central)","Featured"
"7195",220000,"Apartment","1 ",1044," Burj Khalifa Area"," Downtown Dubai","Featured"
"7196",170000,"Apartment","1 ",838," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"7197",120000,"Apartment","1 ",946," Marina Gate"," Dubai Marina","Featured"
"7198",68000,"Apartment","1 ",824," Meydan Avenue"," Meydan","Featured"
"7199",120000,"Apartment","2 ",1367," Al Habtoor City"," Business Bay","Featured"
"7200",85000,"Apartment","1 ",1065," Bellevue Towers"," Downtown Dubai","Featured"
"7201",70000,"Apartment","2 ",1410," Zen Cluster"," Discovery Gardens","Featured"
"7202",149999,"Apartment","1 ",940," BLVD Heights"," Downtown Dubai","Featured"
"7203",68000,"Apartment","2 ",1003,"Fortunato"," Jumeirah Village Circle","Featured"
"7204",105000,"Apartment","studio ",546,"The Address Dubai Marina"," Dubai Marina","Featured"
"7205",180000,"Apartment","3 ",2200," Shoreline Apartments"," Palm Jumeirah","Featured"
"7206",70000,"Apartment","2 ",1255," Al Barsha 1"," Al Barsha","Featured"
"7207",96000,"Apartment","1 ",751,"MBL Residences"," Jumeirah Lake Towers","Featured"
"7208",95000,"Apartment","2 ",1047,"Creek Gate"," Dubai Creek Harbour (The Lagoons)","Featured"
"7209",309888,"Apartment","2 ",1543," The Address Sky View Towers"," Downtown Dubai","Featured"
"7210",33000,"Apartment","studio ",524," Mirdif Hills"," Mirdif","Featured"
"7211",210000,"Apartment","2 ",1735," BLVD Heights"," Downtown Dubai","Featured"
"7212",27999,"Apartment","studio ",412,"AZIZI Roy Mediterranean"," Al Furjan","Featured"
"7213",2e+05,"Apartment","2 ",1394," EMAAR Beachfront"," Dubai Harbour","Featured"
"7214",85000,"Apartment","studio ",549," Palm Views"," Palm Jumeirah","Featured"
"7215",64999,"Apartment","3 ",1532," The Pulse"," Dubai South (Dubai World Central)","Featured"
"7216",86000,"Apartment","3 ",2383,"Warsan Village"," International City","Featured"
"7217",85000,"Apartment","1 ",785,"Bayz by Danube"," Business Bay","Featured"
"7218",330000,"Apartment","2 ",1329," The Address Sky View Towers"," Downtown Dubai","Featured"
"7219",110000,"Apartment","2 ",1199,"Wilton Terraces 1"," Mohammed Bin Rashid City","Featured"
"7220",75000,"Apartment","3 ",1419," Elite Sports Residence"," Dubai Sports City","Featured"
"7221",135000,"Apartment","2 ",1475,"Ocean Heights"," Dubai Marina","Featured"
"7222",32000,"Apartment","studio ",399,"Starz by Danube"," Al Furjan","Featured"
"7223",1e+05,"Apartment","1 ",695," Bay Central"," Dubai Marina","Featured"
"7224",80000,"Apartment","2 ",1156," Al Thayyal"," Greens","Featured"
"7225",38000,"Apartment","1 ",714,"Global Golf Residences 2"," Dubai Sports City","Featured"
"7226",85000,"Apartment","2 ",1762," Sherlock House"," Motor City","Featured"
"7227",27999,"Apartment","studio ",403,"Bloom Towers"," Jumeirah Village Circle","Featured"
"7228",96000,"Apartment","2 ",1375,"Dubai Wharf Tower 2"," Culture Village","Featured"
"7229",110000,"Apartment","1 ",1120,"Index Tower"," DIFC","Featured"
"7230",3e+05,"Apartment","3 ",2438," Marina Residences"," Palm Jumeirah","Featured"
"7231",75000,"Apartment","1 ",741," Lake Almas East"," Jumeirah Lake Towers","Featured"
"7232",95000,"Apartment","1 ",974," South Ridge"," Downtown Dubai","Featured"
"7233",60000,"Apartment","1 ",666," Marina Diamonds"," Dubai Marina","Featured"
"7234",73000,"Apartment","1 ",778,"Oxford Residence 2"," Jumeirah Village Circle","Featured"
"7235",140000,"Apartment","2 ",1599,"Marina Arcade Tower"," Dubai Marina","Featured"
"7236",53000,"Apartment","studio ",438," Al Thayyal"," Greens","Featured"
"7237",299999,"Apartment","3 ",1838," The Residences"," Downtown Dubai","Featured"
"7238",35000,"Apartment","1 ",708," Silicon Gates"," Dubai Silicon Oasis","Featured"
"7239",310000,"Apartment","2 ",1449,"The Address The BLVD"," Downtown Dubai","Featured"
"7240",115000,"Apartment","1 ",884,"Index Tower"," DIFC","Featured"
"7241",6e+05,"Apartment","3 ",1927," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"7242",24000,"Apartment","studio ",348," Silicon Gates"," Dubai Silicon Oasis","Featured"
"7243",78000,"Apartment","2 ",1420,"Hayat Boulevard"," Town Square","Featured"
"7244",60000,"Apartment","2 ",1150," Al Raffa"," Bur Dubai","Featured"
"7245",255000,"Apartment","3 ",1607,"Downtown Views"," Downtown Dubai","Featured"
"7246",110000,"Apartment","1 ",813," La Mer"," Jumeirah","Featured"
"7247",90000,"Apartment","2 ",1281," Azizi Residence"," Al Furjan","Featured"
"7248",32000,"Apartment","1 ",732,"Italy Cluster"," International City","Featured"
"7249",240000,"Apartment","2 ",1967," Burj Khalifa Area"," Downtown Dubai","Featured"
"7250",390000,"Apartment","3 ",3545," The Residences"," Downtown Dubai","Featured"
"7251",160000,"Apartment","1 ",1196," Sadaf"," Jumeirah Beach Residence","Featured"
"7252",35000,"Apartment","studio ",439," District 18"," Jumeirah Village Circle","Featured"
"7253",2e+05,"Apartment","1 ",1178,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"7254",150000,"Apartment","1 ",803,"The Address Dubai Marina"," Dubai Marina","Featured"
"7255",480000,"Apartment","3 ",2012,"Vida Residence Downtown"," Downtown Dubai","Featured"
"7256",35999,"Apartment","1 ",688," Al Thamam"," Remraam","Featured"
"7257",1e+05,"Apartment","1 ",591,"Studio One"," Dubai Marina","Featured"
"7258",85000,"Apartment","2 ",792," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"7259",130000,"Apartment","1 ",810," Madinat Jumeirah Living"," Umm Suqeim","Featured"
"7260",104000,"Apartment","1 ",1345," Golden Mile"," Palm Jumeirah","Featured"
"7261",75000,"Apartment","1 ",1008," Artesia"," DAMAC Hills","Featured"
"7262",65000,"Apartment","2 ",1179,"Hera Tower"," Dubai Sports City","Featured"
